samples	BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP	BAMQC_TOTALREADS	BAMQC_PAIREDREADS	BAMQC_PROPPAIREDREADS	BAMQC_UNMAPREADS	BAMQC_MATEUNMAPREADS	BAMQC_SECONDARYREADS	BAMQC_QUALFAILREADS	BAMQC_READSPERSTARTPOINT	BAMQC_AVGREADLENGTH	BAMQC_INSERTMEAN	BAMQC_INSERTSD	BAMQC_SOFTCLIPBASES	BAMQC_HARDCLIPBASES	BAMQC_MISMATCHBASES	callability	purity	ploidy	SLPP	centre	proj_name	sample_type	tissue_type	run	proj_id	miso_id
SIGMA-001_N-01-20	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	164.080954	164.080954	109.10843	100	66.4967	109108430	100	20037055431	13236134406	14195.185922	3089.134676	2752.734833	3778702409	86.2618	0.137382	0.821275	215.424076	101.344994	97	0.703659	18.7311	33.728512	0.0956	33.9417	0.033509	0.005087	0.145613	47.6982	1.53553	0.998011	0.997632	0.994931	0.987355	0.971965	0.945078	0.903138	47.4076	69.831447	5.654307	5.970887	6.342525	6.796749	7.333559	18.411118	4.18561	1.194006	0.997131	25	0	0	0	167284320	155816172	153929767	125868	102288	1351144	9991136	1.6412796224177	122.990171475911	207.325308256594	81.9452264841	108458350	0	49018970	9999	9999	9999	9999	XYZ	SIGMA	Reference	FFPE	180309_D00355_0217_ACC9MHANXX	PROJECT_SIGMA	PROJECT_SIGMA_0001_Co_R_PE_359_EX
KIROI-0175G	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	178.370551	178.370551	156.690669	100	87.8456	156690669	100	22181202278	19475275134	13548.707963	5413.43139	3219.062925	5927877496	85.4874	0.145126	0.714514	205.61322	158.98598	148	0.608175	26.6091	29.080562	0.1211	12.1992	0.036498	0.011371	0.081419	75.2358	1.605919	0.998331	0.998158	0.997243	0.994932	0.990083	0.981715	0.968954	79.9113	260.581116	5.348764	5.414912	5.485959	5.569256	5.648633	6.095495	0.248815	4.406925	0.998022	27	0	0	0	180827897	169692187	168079813	170794	141483	437711	10527205	1.1653200202663	124.897665353326	309.342915713196	136.685396152344	72574502	0	56054999	9999	9999	9999	9999	XYZ	KIROI	Blood	Fresh	180309_D00355_0217_ACC9MHANXX	PROJECT_KIROI	PROJECT_KIROI_0002_Ly_R_PE_512_EX
KIROI-0175	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	179.514083	179.514083	121.044293	100	67.4289	121044293	100	21683992883	14533856193	14820.744928	3430.203133	3433.044822	3929894475	84.1678	0.158322	0.812053	224.917468	105.399973	98	0.675242	17.9048	32.540242	0.1328	32.9743	0.034455	0.005059	0.145297	48.6278	1.7	0.997747	0.997378	0.993197	0.981511	0.960188	0.927129	0.879682	48.5876	76.714007	6.622841	7.025723	7.493264	8.040387	8.738715	-1	0.003255	7.24361	0.996609	25	0	0	0	184908010	170315657	166164712	144019	113203	3445660	11002674	1.63521840875791	122.302626839528	207.011802071679	89.7344340909097	217008792	0	59522463	9999	0.51	3.4	0.575347035853632	XYZ	KIROI	Tumour	FFPE	180309_D00355_0217_ACC9MHANXX	PROJECT_KIROI	PROJECT_KIROI_0002_Br_P_PE_379_EX
KIROI-0191G	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	191.205871	191.205871	175.147059	100	91.6013	175147059	100	23735030071	21735304774	14721.939973	5677.130635	3335.959463	6726834109	85.945	0.14055	0.721697	223.418018	180.414038	167	0.617601	28.2198	29.530123	0.1417	8.4252	0.036556	0.013378	0.092294	77.8572	1.61084	0.998142	0.997951	0.997185	0.995649	0.992419	0.986782	0.977965	85.49	424.839547	5.246123	5.285234	5.326953	5.379101	5.422905	5.6607	0.469076	3.241558	0.997854	27	0	0	0	193689033	182036381	180833348	195806	162451	345085	11111761	1.12306928526485	124.667565001745	304.358154070409	137.387914271629	79507428	0	69892823	9999	9999	9999	9999	XYZ	KIROI	Blood	Fresh	180309_D00355_0217_ACC9MHANXX	PROJECT_KIROI	PROJECT_KIROI_0001_Ly_R_PE_513_EX
KIROI-0191	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	165.320869	165.320869	124.61127	100	75.3754	124611270	100	18832933696	14087998743	14407.847778	1593.286493	2831.799425	3631523387	84.9636	0.150364	0.900427	218.651401	97.397645	85	0.758648	19.1219	36.422616	0.2062	25.1949	0.041246	0.004874	0.290322	41.2563	2.11734	0.995438	0.994108	0.97907	0.949225	0.906127	0.848158	0.777671	39.6967	104.77417	8.672811	9.228552	9.868497	10.668428	11.694023	-1	3.109472	2.258854	0.990722	20	0	0	0	169109207	156382089	155207764	98707	84936	1536091	11092320	1.83950845339154	115.012333036426	135.971881620338	44.2598451772187	122427305	0	59909850	9999	0.83	3	0.685686486075056	XYZ	KIROI	Tumour	FFPE	180309_D00355_0217_ACC9MHANXX	PROJECT_KIROI	PROJECT_KIROI_0001_Br_P_PE_290_EX
PROJECT_SQUID-01-0118-TS	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	199.51072	199.51072	127.325769	100	63.819	127325769	100	24089709364	15208768190	15172.548156	3522.385868	5394.77534	3268187621	77.6055	0.223945	0.811586	230.256383	87.652961	80	0.617757	13.3066	29.985891	0.1417	36.8661	0.032188	0.004745	0.143476	45.1581	1.753059	0.997448	0.996896	0.990171	0.970641	0.935202	0.881581	0.807704	30.585	59.979006	8.805937	9.616775	10.686142	12.155053	14.446553	-1	0.000817	6.507297	0.995626	24	0	0	0	208107386	189257524	181593564	298273	227835	6572558	11979031	1.71091829855837	123.126419650296	201.088823257147	80.2030604948942	388972584	0	67399332	97.6	0.78	3.5	0.453435049164828	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	180222_D00331_0308_ACC8M1ANXX	PROJECT_SQUID	PROJECT_SQUID_010118_Ut_P_PE_383_EX
PROJECT_SQUID-01-0477-BC	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	62.167908	62.167908	57.943333	100	93.2046	57943333	100	7732129568	7204970256	4562.050906	1891.821899	1278.256763	2126744658	83.4682	0.165318	0.70687	69.233021	57.039401	52	0.586759	27.3536	28.089952	0.1423	6.8178	0.038031	0.016964	0.080778	80.3348	1.677629	0.997886	0.997503	0.989541	0.950541	0.859867	0.713743	0.544561	7.1035	162.488847	5.811262	5.94384	6.093416	6.239592	6.408885	7.453195	0.058186	6.198776	0.996495	25	0	0	0	63062708	59083437	58352434	94989	78603	206922	3677360	1.09262773264473	125.085005955222	312.474797802273	135.316267087984	33036003	0	22689667	9999	9999	9999	9999	XYZ	PROJECT_SQUIDANE	Blood	Fresh	180222_D00331_0308_ACC8M1ANXX	PROJECT_SQUID	PROJECT_SQUID_010477_Ly_R_PE_573_EX
PROJECT_SQUID-03-0023-TS	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	184.197215	184.197215	126.165038	100	68.4945	126165038	100	21669249823	14641809813	12301.191641	2733.154049	6634.904133	2822769511	69.381	0.30619	0.818206	186.681094	75.706824	70	0.544591	12.4968	27.026718	0.0972	32.4305	0.040044	0.005517	0.163072	46.7971	1.610783	0.997675	0.997152	0.993027	0.978522	0.943501	0.876895	0.775615	18.3751	53.0682	9.037548	9.902135	11.027729	12.626398	15.164694	-1	1.024839	0.932321	0.996154	24	0	0	0	201125409	172888581	158242563	305071	234519	14046547	13885210	1.62228329358256	122.66839519031	185.374456371452	75.9732287790666	772102331	0	77781704	98.5	0.56	2.3	0.523199263706871	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	180222_D00331_0308_ACC8M1ANXX	PROJECT_SQUID	PROJECT_SQUID_030023_Lu_M_PE_375_EX
PROJECT_SQUID-03-0026-TS	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	186.26729	186.26729	140.914792	100	75.6519	140914792	100	21296468820	15958902627	12198.292955	2603.767051	6494.408814	3274210446	69.5048	0.304952	0.824094	185.119519	87.814493	82	0.536597	14.4031	27.269769	0.1423	25.0632	0.046561	0.006617	0.18032	51.7694	1.68874	0.997235	0.996638	0.98911	0.968631	0.933879	0.883624	0.815814	33.1473	81.527391	8.69158	9.216755	9.866971	10.627223	11.611551	-1	0.000533	9.246208	0.994978	23	0	0	0	213078990	173775636	152361709	356906	277094	24512468	14433980	1.48776493216784	122.176103098826	176.056534700068	75.0444386193235	1257536280	0	76338262	98.2	0.11	6	0.0398031030168156	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	180222_D00331_0308_ACC8M1ANXX	PROJECT_SQUID	PROJECT_SQUID_030026_Lv_M_PE_375_EX
Tsao_34335	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	180.190073	180.190073	80.235946	100	44.5285	80235946	100	21465998655	9370908932	15467.826631	2681.703347	3316.468677	2146840946	84.5501	0.154499	0.852244	234.737486	57.578385	53	0.70963	9.8492	34.305851	0.1784	56.3453	0.027718	0.002077	0.121785	28.4577	1.645097	0.996164	0.994971	0.982889	0.946108	0.864518	0.727595	0.558416	7.8278	31.41716	8.320763	10.138449	13.936115	-1	-1	-1	5.941561	1.732467	0.992185	21	0	0	0	186733404	170618062	166370004	222268	185871	4397892	11495182	2.61997679922996	121.010335488396	178.987545319859	72.5899616154657	274091818	0	63913850	97.4	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	180222_D00331_0308_ACC8M1ANXX	PROJECT_GAMETE	PROJECT_GAMETE_0071_Bn_M_PE_335_EX
Tsao_38575	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	170.006326	170.006326	83.746958	100	49.2611	83746958	100	20538597820	9997754192	14445.011358	2850.591639	3242.994823	2380153477	84.2102	0.157898	0.835184	219.21539	63.835839	61	0.690778	11.3822	33.483982	0.1506	51.3221	0.029038	0.002603	0.121468	33.3387	1.636816	0.996906	0.996065	0.986947	0.957542	0.895108	0.795088	0.665248	11.2045	35.402175	7.779429	9.084452	11.330307	16.914595	-1	-1	0.003379	7.221142	0.994075	22	0	0	0	177003816	161052375	154958091	217314	182857	5270748	10463379	2.24355982793512	123.019432523116	191.070033453423	76.3569835192934	314583269	0	54120066	98	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	180222_D00331_0308_ACC8M1ANXX	PROJECT_GAMETE	PROJECT_GAMETE_0066_Bn_M_PE_348_EX
Tsao_43479	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	179.169596	179.169596	109.121114	100	60.9038	109121114	100	22026417407	13352501891	15012.836867	3800.721621	3212.858919	3684972784	85.4136	0.145864	0.79798	227.832627	98.83116	90	0.677656	16.6334	32.449566	0.1372	39.3796	0.028563	0.004504	0.113368	46.0047	1.703986	0.997667	0.997244	0.993419	0.983179	0.96204	0.924263	0.866276	41.692	59.677629	6.589461	7.100576	7.720109	8.540991	9.653053	-1	3.382039	4.813588	0.996533	25	0	0	0	182104863	170826860	169203197	220211	185710	985247	10072545	1.75195358774992	123.691454107393	231.277945654997	99.6559888319757	101685584	0	55485430	99.1	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	180222_D00331_0308_ACC8M1ANXX	PROJECT_GAMETE	PROJECT_GAMETE_0064_Bn_M_PE_400_EX
Tsao_47859	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	0.000905	0.000905	0.000905	100	100	905	100	109545	109545	0.078909	0.015349	0.015287	34167	86.045	0.13955	0.83716	0.001198	0.000916	0	0.711315	30.7994	34.294461	99.8333	0	0.035611	0.009019	0.208252	74.2891	?	0.000916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.903601	12.299126	0	0	0	0	0	933	863	847	7	7	7	56	1.07213930348259	0	0	0	0	0	0	0	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	180222_D00331_0308_ACC8M1ANXX	PROJECT_GAMETE	PROJECT_GAMETE_0101_Bn_M_PE_313_EX
Tsao_55708	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	159.407093	159.407093	89.98311	100	56.4486	89983110	100	18062021692	9876988295	11941.908263	1930.742595	4189.370834	1903502778	76.8056	0.231944	0.860824	181.228662	51.052043	48	0.638792	10.1821	31.477292	0.18	45.3163	0.040538	0.003633	0.173354	32.9966	1.64684	0.996261	0.995146	0.980674	0.933882	0.828681	0.657646	0.465506	3.9669	33.814832	9.945118	12.221628	17.280541	-1	-1	-1	1.769403	4.540179	0.991567	21	0	0	0	169872823	148536931	142748465	162124	128296	8771465	12402303	2.27218037452839	117.615071291597	156.626039945096	67.0559789845723	512326815	0	65009945	97	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	180222_D00331_0308_ACC8M1ANXX	PROJECT_GAMETE	PROJECT_GAMETE_0105_Bn_M_PE_313_EX
Tsao_64838	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	170.464116	170.464116	118.756255	100	69.6664	118756255	100	20853271991	14463234666	14024.632587	3664.172343	3164.467061	4135348120	84.8251	0.151749	0.792854	212.835783	110.91025	100	0.666479	19.652	32.018964	0.155	30.6429	0.030944	0.005876	0.129758	52.7796	1.818201	0.997262	0.996637	0.991237	0.978514	0.955859	0.920476	0.870741	50.4142	81.988795	6.681551	7.065635	7.506621	8.018733	8.667409	21.208471	0.020238	7.983159	0.99554	24	0	0	0	174462121	162650034	159496754	178671	149085	2142813	9490603	1.53564372340238	123.475622827106	228.431472335732	99.0833211155787	153352199	0	52291239	98.8	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	180222_D00331_0308_ACC8M1ANXX	PROJECT_GAMETE	PROJECT_GAMETE_0068_Bn_M_PE_399_EX
Tsao_67543	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	285.597761	285.597761	170.907153	100	59.8419	170907153	100	33548277495	20014105580	23177.683129	4823.133362	5547.461004	5067900826	83.4642	0.165358	0.82775	351.741146	135.921362	122	0.675525	14.7707	32.891963	0.1322	40.3424	0.032763	0.008347	0.13858	42.0514	1.742582	0.997642	0.997052	0.993728	0.986907	0.975583	0.957885	0.931869	65.9511	86.789602	7.229077	7.635884	8.110492	8.664866	9.34208	22.072746	0.469598	4.913855	0.996347	24	0	0	0	119836046	111959446	110380516	51194	40167	1038210	6787196	1.37341724255873	124.360551310695	246.029709435194	107.594717496446	78777699	0	35312277	99.3	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	180131_D00355_0210_BCC1ULANXX	PROJECT_GAMETE	PROJECT_GAMETE_0065_Bn_M_PE_417_EX
Tsao_799	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	159.672983	159.672983	67.112635	100	42.0313	67112635	100	18866717142	7669591927	13683.346733	2127.306434	3056.063975	1550220298	83.8018	0.161982	0.865451	207.656479	41.576988	40	0.712033	8.0668	34.529158	0.1734	59.3486	0.024441	0.001454	0.130822	24.9319	1.599115	0.995735	0.994089	0.97057	0.890146	0.725183	0.5014	0.296928	1.0122	24.111284	9.807684	13.983224	-1	-1	-1	-1	0.002909	5.31626	0.988559	19	0	0	0	166171785	151864851	148227235	67761	54268	5018649	9220524	2.91972891799875	120.375013379495	164.120803477981	62.6214455862434	294887593	0	52518466	95	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	180131_D00355_0210_BCC1ULANXX	PROJECT_GAMETE	PROJECT_GAMETE_0104_Bn_M_PE_309_EX
Tsao_82209	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	122.458745	122.458745	95.562725	100	78.0367	95562725	100	14592563996	11311767081	10182.035366	1940.337622	2470.191008	3144089465	83.0723	0.169277	0.839937	154.521087	84.324642	75	0.683986	21.1207	33.219492	0.0984	22.4827	0.033966	0.004886	0.202648	53.3809	1.873881	0.997359	0.996302	0.986044	0.960295	0.914254	0.845209	0.756666	30.3208	83.287923	7.111774	7.526381	8.039704	8.632	9.398036	-1	0.027952	3.865821	0.99393	22	0	0	0	128095016	116576275	112082847	64830	49464	4442230	7011681	1.45475238544399	121.598930734405	184.496915171666	76.7013391605864	247803556	0	38246208	97.9	9999	9999	9999	XYZ	GAMETE	Tumour	FFPE	180131_D00355_0210_BCC1ULANXX	PROJECT_GAMETE	PROJECT_GAMETE_0063_Bn_M_PE_337_EX
Weberpals_37377	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	155.266775	155.266775	81.940887	100	52.7743	81940887	100	18455198894	9495573442	13093.882428	2047.579031	3313.737435	1996047959	82.0444	0.179556	0.86477	198.710854	53.534109	49	0.692302	10.5535	33.778449	0.1934	48.548	0.031942	0.002568	0.165656	31.4062	1.672941	0.995945	0.994951	0.982629	0.936829	0.831245	0.665865	0.485767	6.1118	33.312591	9.247957	11.351531	15.872372	-1	-1	-1	0.443606	1.810317	0.99201	21	0	0	0	163633295	146819615	141440952	66394	53952	6682437	10064849	2.27221805885092	121.868231107948	164.039245667686	58.7538234346754	377039663	0	58068010	97.2	9999	9999	9999	XYZ	SURREAL	Tumour	FFPE	180131_D00355_0210_BCC1ULANXX	PROJECT_SURREAL	PROJECT_SURREAL_0034_Ov_P_PE_322_EX
Weberpals_37785	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	165.216496	165.216496	131.173005	100	79.3946	131173005	100	19714873928	15599601296	14021.262769	2687.506521	3006.104638	4278678108	84.7521	0.152479	0.839156	212.784643	114.754368	107	0.696982	21.2689	33.859701	0.1445	20.8739	0.03902	0.014237	0.203884	54.097	1.687564	0.997187	0.99664	0.991951	0.981043	0.962852	0.935957	0.898307	55.5382	128.845148	6.348253	6.559413	6.796968	7.060919	7.345985	9.520935	0.01961	4.43897	0.995701	24	0	0	0	148677817	135995779	131965656	79945	66079	3470215	9131878	1.38097970208572	121.846112613539	187.667786606129	78.9888706638123	214540326	0	49767718	99	9999	9999	9999	XYZ	SURREAL	Tumour	FFPE	180131_D00355_0210_BCC1ULANXX	PROJECT_SURREAL	PROJECT_SURREAL_0031_Ov_P_PE_350_EX
Weberpals_37912	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	229.779892	229.779892	124.549983	100	54.204	124549983	100	28177056747	15202943133	18679.870212	5460.768897	4036.417638	4000559740	85.6748	0.143252	0.773794	283.482992	107.295219	105	0.655044	14.0287	31.56227	0.1372	46.045	0.028288	0.007183	0.08841	41.7991	1.555003	0.997656	0.997155	0.994186	0.986738	0.972339	0.948093	0.911621	55.1102	60.786726	6.280513	6.731284	7.265532	7.953376	8.854919	-1	0.001043	6.413126	0.996584	25	0	0	0	213701211	198971330	194567384	107960	87379	2572371	12049550	1.86975143992751	124.138549694572	246.9736990631	107.44552781876	184293109	0	75495420	99.3	9999	9999	9999	XYZ	SURREAL	Tumour	FFPE	180131_D00355_0210_BCC1ULANXX	PROJECT_SURREAL	PROJECT_SURREAL_0032_Ov_P_PE_450_EX
Weberpals_40451	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	159.229522	159.229522	103.613763	100	65.072	103613763	100	19351217314	12470184951	13646.218434	2535.047738	3169.951142	3396642386	83.6189	0.163811	0.843334	207.093025	91.098124	72	0.694661	17.2906	33.5733	0.155	35.5587	0.034225	0.004574	0.163348	44.2322	2.118561	0.997185	0.996672	0.990684	0.966543	0.913699	0.832631	0.728955	31.1436	58.593673	8.461698	9.346381	10.535031	12.259028	15.231561	-1	14.074669	2.073497	0.995335	23	0	0	0	164715586	150803235	146024833	69515	56061	3694432	10148404	1.69948565290684	123.363062894506	191.648952596986	74.0206031664159	235500265	0	55593538	98.5	9999	9999	9999	XYZ	SURREAL	Tumour	FFPE	180131_D00355_0210_BCC1ULANXX	PROJECT_SURREAL	PROJECT_SURREAL_0035_Ov_P_PE_346_EX
Weberpals_41966	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	217.232305	217.232305	123.574227	100	56.8858	123574227	100	26109311464	14727989543	18530.124982	3513.233532	4065.95295	3741867556	84.4272	0.155728	0.840622	281.21048	100.357081	95	0.695575	14.046	33.788812	0.1445	43.591	0.032398	0.006974	0.141334	38.5589	1.520562	0.997257	0.99677	0.99359	0.986124	0.971531	0.946647	0.906941	45.7027	60.856738	6.369468	6.824364	7.372095	8.077647	9.035712	-1	3.301777	0.61236	0.996024	24	0	0	0	201800188	184333791	177825730	100575	82886	5221618	12144204	1.87617713496055	122.69904428429	191.154347264497	76.6749817990969	320885565	0	70474404	99.2	9999	9999	9999	XYZ	SURREAL	Tumour	FFPE	180131_D00355_0210_BCC1ULANXX	PROJECT_SURREAL	PROJECT_SURREAL_0033_Ov_P_PE_365_EX
Weberpals_43479	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	100.605537	100.605537	55.678428	100	55.3433	55678428	100	12144074937	6608011556	8873.90626	1411.553161	1858.615516	1564715676	84.6953	0.153047	0.862762	134.66911	41.965755	40	0.720939	12.7121	34.788876	0.1928	45.5865	0.029138	0.002429	0.171533	34.0426	1.614068	0.995893	0.994596	0.973664	0.896641	0.732339	0.513642	0.312095	0.8118	25.898312	8.152825	10.648766	19.472447	-1	-1	-1	0.011269	2.547159	0.990339	20	0	0	0	103891028	95757628	93638661	34860	28786	2239800	5858740	2.10138927966072	122.391546874992	169.490541976621	58.5516788168142	136891755	0	31254223	95.4	9999	9999	9999	XYZ	SURREAL	Tumour	FFPE	180131_D00355_0210_BCC1ULANXX	PROJECT_SURREAL	PROJECT_SURREAL_0036_Ov_P_PE_325_EX
Weberpals_33525	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	198.714079	198.714079	130.770558	100	65.8084	130770558	100	24457383496	16039117978	16794.172927	4263.167377	3400.043192	4603000702	86.0981	0.139019	0.797545	254.865924	123.452716	113	0.679706	18.6296	32.691784	0.1584	34.4201	0.031227	0.008661	0.121296	49.8087	1.691133	0.997132	0.996552	0.993048	0.986089	0.97393	0.953811	0.92321	60.2267	83.170149	6.162946	6.481682	6.845154	7.25336	7.753273	14.141423	0.267988	2.286431	0.995863	24	0	0	0	166635966	155180442	152269362	90344	74848	1740914	9624266	1.5070963661559	124.431002509968	231.587782657141	94.3015592570144	125977852	0	54734680	99.2	9999	9999	9999	XYZ	SURREAL	Tumour	FFPE	180126_D00331_0300_ACC761ANXX	PROJECT_SURREAL	PROJECT_SURREAL_0028_Ov_P_PE_405_EX
Weberpals_35449	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	174.768824	174.768824	116.79711	100	66.8295	116797110	100	20988339236	13906765550	14754.948156	2770.653113	3462.737967	3613896357	83.5016	0.164984	0.841908	223.918946	96.924887	90	0.687793	16.846	33.46953	0.1339	33.7405	0.035252	0.007828	0.172265	45.0389	1.671119	0.997224	0.996528	0.991176	0.978136	0.954731	0.91711	0.861503	41.2839	71.410962	6.810345	7.258905	7.794284	8.459889	9.322283	-1	0.049128	3.006772	0.995281	23	0	0	0	146318302	132736210	127093857	79525	65656	4701422	8801145	1.55834174788338	122.905224399582	187.174572402364	73.9087748501647	275200926	0	53942889	98.9	9999	9999	9999	XYZ	SURREAL	Tumour	FFPE	180126_D00331_0300_ACC761ANXX	PROJECT_SURREAL	PROJECT_SURREAL_0029_Ov_P_PE_343_EX
Weberpals_37157	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	193.807841	193.807841	86.01765	100	44.383	86017650	100	23220757225	10048467222	16728.632223	2782.242349	3709.882653	2199193244	84.0234	0.159766	0.8574	253.871288	58.982476	54	0.703836	9.2528	34.298415	0.1545	56.7264	0.026376	0.00325	0.129136	27.4584	1.685214	0.996581	0.995701	0.986412	0.95127	0.867636	0.73231	0.571826	9.2785	32.668508	8.93223	10.899758	15.082973	-1	-1	-1	5.70023	1.266741	0.993463	22	0	0	0	165577719	150098180	144941418	83627	65781	5745735	9650177	2.3924084754387	122.744708510123	176.706321388809	65.9084946705865	335833498	0	64025962	97.9	9999	9999	9999	XYZ	SURREAL	Tumour	FFPE	180126_D00331_0300_ACC761ANXX	PROJECT_SURREAL	PROJECT_SURREAL_0030_Ov_P_PE_328_EX
Weberpals_31386	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	170.611945	170.611945	94.043854	100	55.1215	94043854	100	20839313476	11366516983	14795.145905	3125.600105	2918.567466	2997497138	85.9949	0.140051	0.825588	224.528981	80.393028	72	0.701053	14.2033	33.800711	0.1561	45.4564	0.028737	0.004264	0.130085	38.2564	1.91412	0.997135	0.996347	0.988278	0.962463	0.908282	0.827702	0.730481	26.2182	46.277243	8.040346	9.105683	10.723416	13.544584	22.386875	-1	0.094763	4.416632	0.994755	23	0	0	0	175956453	162299455	157746843	84862	71269	3453193	10118943	1.97146128311485	123.716589658296	200.402268871388	75.9481591451324	219795576	0	57740683	98.2	9999	9999	9999	XYZ	SURREAL	Tumour	FFPE	180125_D00355_0208_ACC5P4ANXX	PROJECT_SURREAL	PROJECT_SURREAL_0025_Ov_P_PE_377_EX
Weberpals_32082	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	158.921923	158.921923	88.038806	100	55.3975	88038806	100	19023411895	10338828124	13499.50126	2313.430853	3210.479782	2428761609	83.1235	0.168765	0.8537	204.866466	65.139512	63	0.694075	12.4875	33.784641	0.17	45.6521	0.03261	0.004057	0.157392	34.9645	1.480443	0.996512	0.995755	0.989368	0.969824	0.929311	0.852573	0.724128	9.1563	39.55622	6.96135	7.846884	9.156736	11.389019	17.222472	-1	2.375125	0.839669	0.994276	22	0	0	0	166595326	150326584	144928450	88676	74305	5867416	10312650	2.06856142834163	122.445038437114	177.339942132819	67.7070389208056	347546199	0	60587527	98.5	9999	9999	9999	XYZ	SURREAL	Tumour	FFPE	180125_D00355_0208_ACC5P4ANXX	PROJECT_SURREAL	PROJECT_SURREAL_0026_Ov_P_PE_344_EX
