samples	genome	regions.CG	regions.C	regions.G	regions.relH	regions.GoGe	genome.C	genome.G	genome.CG	genome.relH	genome.GoGe	enrichment.score.relH	enrichment.score.GoGe	numberReadsCG	numberReadsWOCG	count0	count1	count10	count50	count100	maxEstCorReads	maxEstCor	maxTruCorReads	maxTruCor	LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE	ACCUMULATION_LEVEL	WINDOW_SIZE	TOTAL_CLUSTERS	ALIGNED_READS	AT_DROPOUT	GC_DROPOUT	GC_NC_0_19	GC_NC_20_39	GC_NC_40_59	GC_NC_60_79	GC_NC_80_100	SAMPLE	LIBRARY.1	READ_GROUP	CATEGORY	TOTAL_READS	PF_READS	PCT_PF_READS	PF_NOISE_READS	PF_READS_ALIGNED	PCT_PF_READS_ALIGNED	PF_ALIGNED_BASES	PF_HQ_ALIGNED_READS	PF_HQ_ALIGNED_BASES	PF_HQ_ALIGNED_Q20_BASES	PF_HQ_MEDIAN_MISMATCHES	PF_MISMATCH_RATE	PF_HQ_ERROR_RATE	PF_INDEL_RATE	MEAN_READ_LENGTH	READS_ALIGNED_IN_PAIRS	PCT_READS_ALIGNED_IN_PAIRS	BAD_CYCLES	STRAND_BALANCE	PCT_CHIMERAS	PCT_ADAPTER	SAMPLE.1	LIBRARY.2	READ_GROUP.1	total	unmap	methyl	unmeth	PCT_THALIANA	THALIANA_BETA	runid	project	miso_id	centre	sample_type	tissue_type
PROJECT_FARSCAPE_5895	BSgenome.Hsapiens.UCSC.hg19	241747	2396810	2392000	2.528240562	0.40318931	591650798	592024269	28617896	0.914003014	0.255813117	2.766118408	1.57610882	31767	170	30875277	81508	129	12	3	31767	0.687096029	15883	0.454807725	Unknown Library	581	17787	0	6743	5	4	1	0.00036	52717703	All Reads	100	21449	36155	41.178322	0.195052	0.030285	0.301737	1.35883	4.735219	0.029248	NA	NA	NA	FIRST_OF_PAIR	21449	21449	1	0	18124	0.844981	2639169	15125	2206177	2126670	0	0.009327	0.004647	0.000942	146	17787	0.981406	0	0.500331	0.06416	0	NA	NA	NA	42898	6162	532	12	1.2	0.977	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0015_Cf_U_PE_308_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_96548	BSgenome.Hsapiens.UCSC.hg19	262593	2694158	2703287	2.362888311	0.400689423	591650798	592024269	28617896	0.914003014	0.255813117	2.585208445	1.566336502	36921	211	30863657	93128	190	20	8	36921	0.763934971	18460	0.578300645	Unknown Library	603	21129	0	8305	14	12	0	0.000887	18594399	All Reads	100	25583	42861	34.802278	0.318243	0.06387	0.397056	1.359281	3.75652	0	NA	NA	NA	FIRST_OF_PAIR	25583	25583	1	0	21472	0.839307	3124645	17673	2577909	2487230	0	0.01019	0.004768	0.001113	146	21129	0.984026	0	0.504471	0.065934	3.90E-05	NA	NA	NA	51166	7702	604	4	1.1	0.993	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0056_Cf_U_PE_317_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_98473-1_INPUT	BSgenome.Hsapiens.UCSC.hg19	86027	1774458	1770195	1.002223189	0.235081404	591650798	592024269	28617896	0.914003014	0.255813117	1.09652066	0.918957583	28517	4571	30882663	74122	37	2	0	28517	0.580806782	14258	0.308914505	Unknown Library	309	16177	0	11465	3	2	1	0.000214	130826095	All Reads	100	22064	32663	2.904282	0.28856	0.414886	0.977698	1.030953	1.016835	0.777082	NA	NA	NA	FIRST_OF_PAIR	22064	22064	1	0	16374	0.742114	2381520	14405	2101049	2049967	0	0.006832	0.003476	0.001096	146	16177	0.987969	0	0.501649	0.067207	0.000589	NA	NA	NA	44128	11156	268	258	1.1	0.509	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0059_Cf_U_PE_324_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_5045_INPUT	BSgenome.Hsapiens.UCSC.hg19	62120	1215183	1214343	1.075001237	0.243260094	591650798	592024269	28617896	0.914003014	0.255813117	1.176146272	0.950928933	19198	2978	30905466	51319	28	0	0	19198	0.569882216	9599	0.287050459	Unknown Library	893	10806	0	36087	9	12	1	0.001466	5303126	All Reads	100	29296	22505	5.152101	0.064155	0.516959	0.914398	1.075032	1.202409	1.174733	NA	NA	NA	FIRST_OF_PAIR	29296	29296	1	1	11541	0.393945	1677922	9873	1439853	1407656	0	0.007709	0.003722	0.001238	146	10806	0.936314	0	0.502816	0.079505	0.001741	NA	NA	NA	58592	35194	326	358	1.1	0.476	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0027_Cf_U_PE_317_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_5801_INPUT	BSgenome.Hsapiens.UCSC.hg19	120950	2147436	2144989	1.233393421	0.25749264	591650798	592024269	28617896	0.914003014	0.255813117	1.349441306	1.006565428	32579	4197	30871110	85675	48	3	0	32579	0.581815418	16289	0.307379394	Unknown Library	794	18396	0	10880	6	2	2	0.000266	NA	All Reads	100	24233	37586	12.554369	0.013667	0.196647	0.75379	1.189631	1.74348	1.800677	NA	NA	NA	FIRST_OF_PAIR	24233	24233	1	0	18942	0.781661	2755064	16478	2403120	2340247	0	0.007463	0.003795	0.001159	146	18396	0.971175	0	0.49963	0.082095	0.000454	NA	NA	NA	48466	10086	280	264	1.1	0.514	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0013_Cf_U_PE_317_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_5844_INPUT	BSgenome.Hsapiens.UCSC.hg19	102605	1800214	1804377	1.247275517	0.259850307	591650798	592024269	28617896	0.914003014	0.255813117	1.364629544	1.015781795	27330	3436	30885131	71654	49	2	0	27330	0.581596827	13665	0.316036387	Unknown Library	497	15194	0	8915	5	1	1	0.000227	NA	All Reads	100	19900	30885	12.335481	0.005476	0.203855	0.755589	1.184509	1.770153	2.02012	NA	NA	NA	FIRST_OF_PAIR	19900	19900	1	0	15532	0.780503	2261171	13645	1990552	1938020	0	0.00721	0.003693	0.000945	146	15194	0.978238	0	0.502447	0.066442	0.000804	NA	NA	NA	39800	8418	220	230	1.1	0.488	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0014_Cf_U_PE_315_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_9572	BSgenome.Hsapiens.UCSC.hg19	267432	2701447	2700793	2.38159654	0.411595675	591650798	592024269	28617896	0.914003014	0.255813117	2.6056769	1.608970174	37306	224	30864852	91933	268	36	12	37306	0.836342254	18653	0.695700506	Unknown Library	589	21158	0	7189	13	18	0	0.001142	12427973	All Reads	100	25047	42905	31.640746	0.302846	0.070181	0.4562	1.326288	3.478667	0.024647	NA	NA	NA	FIRST_OF_PAIR	25047	25047	1	0	21496	0.858227	3130310	17189	2507393	2422093	0	0.010538	0.004413	0.000951	146	21158	0.984276	0	0.49679	0.057707	0	NA	NA	NA	50094	6600	531	6	1	0.988	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0049_Cf_U_PE_319_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4596	BSgenome.Hsapiens.UCSC.hg19	302980	2991740	3001324	2.536866962	0.402989287	591650798	592024269	28617896	0.914003014	0.255813117	2.775556451	1.575326909	39678	101	30855833	100952	198	15	7	39678	0.734079912	19839	0.522429644	Unknown Library	719	22312	0	9969	8	5	2	0.000397	82948580	All Reads	100	27656	45343	44.06122	0.189797	0.024148	0.227812	1.450522	4.584326	0.023322	NA	NA	NA	FIRST_OF_PAIR	27656	27656	1	0	22756	0.822823	3310692	18787	2740639	2646151	0	0.009438	0.004307	0.001079	146	22312	0.980489	0	0.49644	0.06487	0	NA	NA	NA	55312	9250	554	6	1	0.989	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0021_Cf_U_PE_309_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_5895_INPUT	BSgenome.Hsapiens.UCSC.hg19	152833	2674090	2673862	1.260334179	0.259199138	591650798	592024269	28617896	0.914003014	0.255813117	1.378916874	1.013236308	40287	4967	30850805	105980	48	6	0	40287	0.596881705	20143	0.335018277	Unknown Library	582	22511	0	9420	8	4	1	0.000351	84442513	All Reads	100	27512	45604	14.520025	0.005511	0.243107	0.709163	1.229046	1.808022	1.484072	NA	NA	NA	FIRST_OF_PAIR	27512	27512	1	0	22904	0.832509	3334116	20112	2933649	2855646	0	0.007181	0.0038	0.000987	146	22511	0.982841	0	0.500961	0.07229	0.000473	NA	NA	NA	55024	8838	254	256	0.9	0.498	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0015_Cf_U_PE_310_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4596_INPUT	BSgenome.Hsapiens.UCSC.hg19	158759	2545755	2546425	1.463684024	0.265632911	591650798	592024269	28617896	0.914003014	0.255813117	1.60139956	1.038386594	36035	2662	30862759	94026	86	4	0	36035	0.618087117	18017	0.349195199	Unknown Library	653	20136	0	15285	9	2	1	0.000318	202702402	All Reads	100	28105	40925	33.273739	0.006006	0.053513	0.326539	1.591319	2.158339	1.472912	NA	NA	NA	FIRST_OF_PAIR	28105	28105	1	1	20564	0.731685	2991812	17566	2562452	2492022	0	0.008026	0.003644	0.001062	146	20136	0.979187	0	0.503599	0.066575	0.000534	NA	NA	NA	56210	14632	234	220	0.8	0.515	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0021_Cf_U_PE_317_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4685	BSgenome.Hsapiens.UCSC.hg19	231872	2441178	2427344	2.302199188	0.394114981	591650798	592024269	28617896	0.914003014	0.255813117	2.518809186	1.540636329	33461	206	30872259	84526	180	12	5	33461	0.699828047	16730	0.487873581	Unknown Library	417	18623	0	5645	13	7	4	0.000717	57771653	All Reads	100	21654	37663	33.35324	0.205479	0.058144	0.408817	1.350762	3.719505	0.112306	NA	NA	NA	FIRST_OF_PAIR	21654	21654	1	0	18869	0.871386	2747321	15599	2275501	2203693	0	0.009056	0.004324	0.00093	146	18623	0.986963	0	0.504478	0.060087	0	NA	NA	NA	43308	5228	368	10	0.8	0.973	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0024_Cf_U_PE_303_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4737_INPUT	BSgenome.Hsapiens.UCSC.hg19	83661	1684676	1682392	1.043135754	0.236734573	591650798	592024269	28617896	0.914003014	0.255813117	1.141282619	0.925419995	26645	4130	30886309	70476	34	4	0	26645	0.589223852	13322	0.318131965	Unknown Library	377	15236	0	28927	3	3	2	0.000292	116032299	All Reads	100	29888	30849	4.8814	0.044357	0.45702	0.912366	1.078438	1.19966	1.13129	NA	NA	NA	FIRST_OF_PAIR	29888	29888	1	0	15450	0.51693	2247347	13473	1964699	1915085	0	0.007749	0.003986	0.00115	146	15236	0.986149	0	0.499547	0.079364	0.002643	NA	NA	NA	59776	28550	262	252	0.8	0.509	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0025_Cf_U_PE_313_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_5906_INPUT	BSgenome.Hsapiens.UCSC.hg19	141893	2658790	2655224	1.150021506	0.247988064	591650798	592024269	28617896	0.914003014	0.255813117	1.25822507	0.969411057	40991	5700	30849129	107656	73	3	0	40991	0.582623512	20495	0.310965112	Unknown Library	604	23195	0	11340	12	5	4	0.000468	268903511	All Reads	100	29167	46994	9.45441	0.014474	0.273785	0.813969	1.144241	1.577677	1.260179	NA	NA	NA	FIRST_OF_PAIR	29167	29167	1	0	23602	0.809202	3433881	20646	3011166	2932410	0	0.007521	0.003914	0.001106	146	23195	0.982756	0	0.502373	0.077278	0.000343	NA	NA	NA	58334	10736	242	264	0.8	0.478	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0016_Cf_U_PE_310_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_5910_INPUT	BSgenome.Hsapiens.UCSC.hg19	125210	2322625	2314000	1.166124878	0.250144247	591650798	592024269	28617896	0.914003014	0.255813117	1.27584358	0.977839801	35672	4897	30863027	93758	41	4	0	35672	0.587470293	17836	0.307330758	Unknown Library	454	20011	0	8338	6	2	2	0.000247	NA	All Reads	100	24407	40476	9.730873	0.036796	0.213045	0.810416	1.145903	1.614313	0.888326	NA	NA	NA	FIRST_OF_PAIR	24407	24407	1	1	20320	0.832548	2957467	17729	2585742	2519824	0	0.007425	0.003844	0.001	146	20011	0.984793	0	0.503297	0.071825	0.000533	NA	NA	NA	48814	7884	212	190	0.8	0.527	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0017_Cf_U_PE_308_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_70131-1	BSgenome.Hsapiens.UCSC.hg19	394302	4000257	4021946	2.383720175	0.405395159	591650798	592024269	28617896	0.914003014	0.255813117	2.608000343	1.584731714	54955	232	30820113	136672	339	42	13	54955	0.807412762	27477	0.647081589	Unknown Library	863	30572	0	9079	25	14	1	0.000855	35935425	All Reads	100	35543	62007	34.540341	0.274566	0.057394	0.409789	1.355862	3.65965	0.10233	NA	NA	NA	FIRST_OF_PAIR	35543	35543	1	0	31097	0.874912	4529317	25641	3740601	3621911	0	0.00931	0.004165	0.00087	146	30572	0.983117	0	0.504389	0.05308	0	NA	NA	NA	71086	8216	532	8	0.7	0.985	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0051_Cf_U_PE_319_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93705-1	BSgenome.Hsapiens.UCSC.hg19	275448	2800197	2801820	2.400602399	0.40283778	591650798	592024269	28617896	0.914003014	0.255813117	2.626470987	1.574734653	38120	151	30860039	96746	260	18	6	38120	0.753317747	19060	0.566784271	Unknown Library	586	21753	0	6292	20	11	1	0.000953	23650223	All Reads	100	25192	44092	36.693387	0.290039	0.040355	0.367805	1.371939	3.932441	0.023984	NA	NA	NA	FIRST_OF_PAIR	25192	25192	1	1	22088	0.876786	3214335	18112	2641331	2549577	0	0.010001	0.004901	0.001137	146	21753	0.984833	0	0.499321	0.075122	0	NA	NA	NA	50384	5706	377	6	0.7	0.984	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0050_Cf_U_PE_317_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_99007_INPUT	BSgenome.Hsapiens.UCSC.hg19	89808	1809275	1809238	1.032799503	0.238568855	591650798	592024269	28617896	0.914003014	0.255813117	1.129973848	0.932590392	28889	4519	30881211	75574	48	1	0	28889	0.57422439	14444	0.304669773	Unknown Library	295	16314	0	9919	2	1	0	0.000121	133067859	All Reads	100	21421	32923	3.846214	0.100136	0.357527	0.95716	1.044736	1.096958	0.867234	NA	NA	NA	FIRST_OF_PAIR	21421	21421	1	0	16507	0.770599	2401455	14424	2103874	2053394	0	0.007158	0.003615	0.001098	146	16314	0.988308	0	0.498273	0.071511	0.00084	NA	NA	NA	42842	9624	122	140	0.6	0.465	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0060_Cf_U_PE_319_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4536_INPUT	BSgenome.Hsapiens.UCSC.hg19	84497	1680148	1680367	1.045866138	0.241799164	591650798	592024269	28617896	0.914003014	0.255813117	1.144269901	0.945218003	26841	4094	30887222	69563	38	3	0	26841	0.590837449	13420	0.311901481	Unknown Library	497	16226	0	17029	3	2	2	0.000212	NA	All Reads	100	24989	32949	4.224499	0.082857	0.506789	0.944384	1.054945	1.103172	0.86655	NA	NA	NA	FIRST_OF_PAIR	24989	24989	1	0	16535	0.661691	2397533	13699	1997002	1947785	0	0.009863	0.004386	0.001816	146	16226	0.981312	0	0.502026	0.103501	0.00044	NA	NA	NA	49978	16532	190	138	0.6	0.579	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0020_Cf_U_PE_323_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_9572_INPUT	BSgenome.Hsapiens.UCSC.hg19	112946	2212347	2209911	1.072623504	0.243257574	591650798	592024269	28617896	0.914003014	0.255813117	1.173544821	0.950919081	34983	5374	30865609	91176	66	4	0	34983	0.600421417	17491	0.33006127	Unknown Library	369	19580	0	9645	9	2	0	0.000329	95837573	All Reads	100	24587	39529	5.642007	0.068866	0.311642	0.909683	1.092434	1.118089	0.802596	NA	NA	NA	FIRST_OF_PAIR	24587	24587	1	0	19823	0.806239	2884913	17292	2521983	2459542	0	0.007206	0.003546	0.00099	146	19580	0.987742	0	0.501236	0.068897	0.000569	NA	NA	NA	49174	9276	154	120	0.5	0.562	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0049_Cf_U_PE_323_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_96548_INPUT	BSgenome.Hsapiens.UCSC.hg19	104138	2108293	2111446	1.033034015	0.235826659	591650798	592024269	28617896	0.914003014	0.255813117	1.130230425	0.921870862	33491	5208	30869088	87697	59	3	0	33491	0.582662636	16745	0.315564081	Unknown Library	372	19051	0	11054	9	2	2	0.000338	NA	All Reads	100	24764	38474	5.028711	0.090946	0.316614	0.914966	1.083533	1.150895	0.824563	NA	NA	NA	FIRST_OF_PAIR	24764	24764	1	0	19289	0.778913	2805285	16804	2450802	2392876	0	0.007633	0.003881	0.001177	146	19051	0.987661	0	0.49593	0.080036	0.000323	NA	NA	NA	49528	10682	140	128	0.5	0.522	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0056_Cf_U_PE_320_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4663_INPUT	BSgenome.Hsapiens.UCSC.hg19	92797	1872005	1875561	1.032297609	0.237588138	591650798	592024269	28617896	0.914003014	0.255813117	1.129424732	0.928756666	29865	4733	30878815	77970	42	2	0	29865	0.581237151	14932	0.304200423	Unknown Library	317	16460	0	27745	1	5	1	0.000331	33856848	All Reads	100	30491	33237	3.846469	0.223511	0.403565	0.9537	1.043797	1.134448	0.859041	NA	NA	NA	FIRST_OF_PAIR	30491	30491	1	0	16666	0.546588	2426664	14883	2171209	2115903	0	0.006369	0.003323	0.000863	146	16460	0.98764	0	0.49556	0.057208	0.00141	NA	NA	NA	60982	27428	188	148	0.5	0.559	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0023_Cf_U_PE_324_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_70131-1_INPUT	BSgenome.Hsapiens.UCSC.hg19	104738	2101410	2112622	1.037313392	0.238213284	591650798	592024269	28617896	0.914003014	0.255813117	1.134912441	0.931200427	33545	5310	30869226	87559	58	4	0	33545	0.585955377	16772	0.318403384	Unknown Library	333	18552	0	8575	7	5	3	0.000454	86010167	All Reads	100	23006	37437	4.612522	0.09973	0.329032	0.941733	1.053532	1.173115	0.790889	NA	NA	NA	FIRST_OF_PAIR	23006	23006	1	0	18777	0.816178	2733654	16651	2428847	2374020	0	0.00647	0.003298	0.000908	146	18552	0.988017	0	0.498376	0.064943	0.000435	NA	NA	NA	46012	8242	96	84	0.3	0.533	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0051_Cf_U_PE_318_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93705-1_INPUT	BSgenome.Hsapiens.UCSC.hg19	104183	2084451	2091196	1.0549955	0.23602428	591650798	592024269	28617896	0.914003014	0.255813117	1.154258228	0.922643383	32808	4987	30870293	86492	49	2	0	32808	0.574754342	16404	0.302488067	Unknown Library	326	18728	0	8288	10	2	2	0.000371	NA	All Reads	100	23035	37782	7.476492	0.051649	0.253604	0.867291	1.12311	1.251217	1.03567	NA	NA	NA	FIRST_OF_PAIR	23035	23035	1	1	18934	0.821967	2753744	16529	2410248	2349860	0	0.007811	0.004078	0.001161	146	18728	0.98912	0	0.505282	0.088421	0.000434	NA	NA	NA	46070	7962	86	90	0.3	0.488	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0050_Cf_U_PE_318_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4685_INPUT	BSgenome.Hsapiens.UCSC.hg19	106415	2177833	2181239	1.013991298	0.235095135	591650798	592024269	28617896	0.914003014	0.255813117	1.109396011	0.919011261	34866	5531	30864947	91838	53	0	0	34866	0.56876039	17433	0.288384863	Unknown Library	405	19659	0	21171	8	3	0	0.000352	64406160	All Reads	100	30447	39723	3.627329	0.157861	0.416918	0.945342	1.058181	1.082675	0.505803	NA	NA	NA	FIRST_OF_PAIR	30447	30447	1	0	19931	0.654613	2899997	17396	2537189	2473287	0	0.007262	0.00389	0.00109	146	19659	0.986353	0	0.500376	0.073749	0.00092	NA	NA	NA	60894	20766	125	100	0.3	0.555	190826_M00146_0089_000000000-D4FL7	PROJECT_ZED	PROJECT_ZED_0024_Cf_U_PE_311_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93390-NB551056	BSgenome.Hsapiens.UCSC.hg19	888496198	9451919659	9449610023	2.287191011	0.386433532	591650798	592024269	28617896	0.914003014	0.255813117	2.502388916	1.510608747	129058513	1730959	6128192	24828593	11939561	2975341	760786	129058513	0.981298189	64529256	0.963018184	Unknown Library	9647174	72956313	0	33267732	4562480	11579322	29048	0.178202	205216237	All Reads	100	94413766	155559800	32.51328	0.263058	0.094006	0.437632	1.333396	3.561769	1.621073	NA	NA	NA	FIRST_OF_PAIR	94413766	94413766	1	201	81374214	0.861889	6019101453	68062941	5035464957	4794660710	0	0.008726	0.004039	0.00038	74	72956313	0.896553	0	0.50107	0.016199	8.20E-05	NA	NA	NA	188827532	23620558	3313040	72294	1.7	0.978	190822_NB551056_0110_AH3HMMBGXC	PROJECT_ZED	PROJECT_ZED_0044_Cf_U_PE_319_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93111-1-NB551056	BSgenome.Hsapiens.UCSC.hg19	691878783	7141382399	7140350819	2.376223752	0.395067091	591650798	592024269	28617896	0.914003014	0.255813117	2.599798595	1.544358223	96733347	695091	9061102	21895683	9815634	2079834	365295	96733347	0.975916012	48366673	0.952367226	Unknown Library	8865225	67658221	0	27205919	4318741	11349391	27171	0.187385	178754357	All Reads	100	85693793	144181667	34.561483	0.273302	0.061749	0.414908	1.336378	3.768036	1.645546	NA	NA	NA	FIRST_OF_PAIR	85693793	85693793	1	167	75352852	0.879327	5573494867	61667740	4562265066	4340529592	0	0.009563	0.004235	0.000412	74	67658221	0.897885	0	0.501723	0.011054	1.80E-05	NA	NA	NA	171387586	18340694	2408240	21318	1.4	0.991	190822_NB551056_0110_AH3HMMBGXC	PROJECT_ZED	PROJECT_ZED_0043_Cf_U_PE_319_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93568-1-NB551056	BSgenome.Hsapiens.UCSC.hg19	647745017	6907073317	6906099030	2.282219693	0.385410769	591650798	592024269	28617896	0.914003014	0.255813117	2.496949855	1.50661066	94293150	735643	8684504	22272281	10162608	1878355	242509	94293150	0.972859342	47146575	0.946474346	Unknown Library	8495895	63142909	0	24909291	3935005	9130456	22618	0.16468	197132889	All Reads	100	79845502	134781713	31.74303	0.277418	0.081123	0.449812	1.329763	3.476897	1.560704	NA	NA	NA	FIRST_OF_PAIR	79845502	79845502	1	148	70478835	0.88269	5212749886	57638198	4264176424	4054945591	0	0.009716	0.004212	0.000414	74	63142909	0.895913	0	0.50179	0.013559	1.50E-05	NA	NA	NA	159691004	16413396	2264821	22030	1.4	0.99	190822_NB551056_0110_AH3HMMBGXC	PROJECT_ZED	PROJECT_ZED_0047_Cf_U_PE_317_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93569-1-NB551056	BSgenome.Hsapiens.UCSC.hg19	687200668	7442694530	7442182927	2.24108473	0.380433133	591650798	592024269	28617896	0.914003014	0.255813117	2.451944573	1.487152566	101872934	1098288	7409333	23547452	10799558	2104684	281028	101872934	0.972444504	50936467	0.945769644	Unknown Library	8486431	64811973	0	24173867	3512242	7045908	24474	0.127464	276890251	All Reads	100	81142122	138110377	33.17249	0.291917	0.081678	0.41564	1.363199	3.495567	1.52179	NA	NA	NA	FIRST_OF_PAIR	81142122	81142122	1	164	72206476	0.889877	5340840314	60944795	4508815459	4290208400	0	0.008697	0.004151	0.000394	74	64811973	0.897592	0	0.500558	0.011184	2.90E-05	NA	NA	NA	162284244	15687436	2283653	35533	1.4	0.984	190822_NB551056_0110_AH3HMMBGXC	PROJECT_ZED	PROJECT_ZED_0048_Cf_U_PE_315_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_93404-1-NB551056	BSgenome.Hsapiens.UCSC.hg19	973758899	10147299701	10145283241	2.346129155	0.392587348	591650798	592024269	28617896	0.914003014	0.255813117	2.566872448	1.53466465	137890086	1024795	7973471	22983314	11913262	3377176	1006511	137890086	0.983612788	68945043	0.967495545	Unknown Library	10342341	78991434	0	30549421	5145724	13540857	34523	0.191459	203641060	All Reads	100	99437315	168325209	33.323751	0.285548	0.074132	0.425732	1.344454	3.577868	1.572272	NA	NA	NA	FIRST_OF_PAIR	99437315	99437315	1	224	87986917	0.884848	6508058405	72821319	5387391329	5129094044	0	0.009359	0.004196	0.000414	74	78991434	0.897763	0	0.50168	0.01156	1.20E-05	NA	NA	NA	198874630	20207080	2745690	27629	1.3	0.99	190822_NB551056_0110_AH3HMMBGXC	PROJECT_ZED	PROJECT_ZED_0045_Cf_U_PE_317_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_92671-1-NB551056	BSgenome.Hsapiens.UCSC.hg19	908573700	9853410471	9852475396	2.22975178	0.381357129	591650798	592024269	28617896	0.914003014	0.255813117	2.439545325	1.490764561	135374594	1080877	6915859	24040926	12814619	3245809	722610	135374594	0.980059903	67687297	0.960543334	Unknown Library	9801312	75053851	0	20523934	4272783	9912552	31845	0.150697	259214111	All Reads	100	90216474	159909014	30.711865	0.266601	0.076875	0.461194	1.330587	3.354923	1.497207	NA	NA	NA	FIRST_OF_PAIR	90216474	90216474	1	257	83625207	0.926939	6185481552	69118764	5113596178	4875220724	0	0.009292	0.003963	0.000391	74	75053851	0.897503	0	0.500262	0.01188	1.60E-05	NA	NA	NA	180432948	10722622	1279244	16630	0.7	0.987	190822_NB551056_0110_AH3HMMBGXC	PROJECT_ZED	PROJECT_ZED_0042_Cf_U_PE_313_CM	XYZ	Blood	Medip
