samples	total_reads	pct_uniq_reads	reads_start_point	pf_bases	pct_pf_bases	pct_coding	pct_utr	pct_intronic	pct_intergenic	pct_correct_rs	pct_mrna	pct_usable	med_cv_cov	X5to3_bias	rrna_contam	centre	proj_name	sample_type	tissue_type	rin	dv200	run	miso_id	proj_id
RED_590	190.29086	99.9	7.685	1522.157824	93.9	14.4314	25.4924	8.5871	51.4891	98.7463	39.9238	37.5276	0.661157	0.647138	4.3	XYZ	PEBBLE	Tumour	Fresh	9999	9999	180208_NB551056_0047_AH7VK2BGX5	PROJECT_PEBBLE_0016_Bn_P_PE_443_WT	PROJECT_PEBBLE
Weberpals_40451	189.104309	99.9	2.335	1512.334832	92.5	10.7018	17.9856	48.3893	22.9234	97.9908	28.6873	26.558	0.548238	0.185628	8.3	XYZ	SURREAL	Tumour	FFPE	9999	9999	180208_NB551056_0047_AH7VK2BGX5	PROJECT_SURREAL_0035_Ov_P_PE_272_WT	PROJECT_SURREAL
Weberpals_41966	192.293	99.7	121.646	1534.743952	88.5	0.8213	70.5503	19.776	8.8523	92.6962	71.3717	63.1928	1.499173	9999	30.8	XYZ	SURREAL	Tumour	FFPE	9999	9999	180208_NB551056_0047_AH7VK2BGX5	PROJECT_SURREAL_0033_Ov_P_PE_270_WT	PROJECT_SURREAL
Weberpals_43479	199.162332	99.9	2.602	1592.891408	93.4	5.3338	13.3677	66.4991	14.7994	97.4078	18.7015	17.4789	0.767258	0.095725	2	XYZ	SURREAL	Tumour	FFPE	9999	9999	180208_NB551056_0047_AH7VK2BGX5	PROJECT_SURREAL_0036_Ov_P_PE_287_WT	PROJECT_SURREAL
Weberpals_43710	188.505496	99.8	95.534	1505.465904	90.7	0.5445	69.1178	26.6207	3.717	96.6823	69.6623	63.1979	1.443083	0.282236	18.7	XYZ	SURREAL	Tumour	FFPE	9999	9999	180208_NB551056_0047_AH7VK2BGX5	PROJECT_SURREAL_0039_Ov_P_PE_263_WT	PROJECT_SURREAL
Weberpals_35449	168.8916	99.8	34.574	1348.849536	85.3	3.8449	52.1427	33.5619	10.4505	95.9997	55.9876	47.7822	0.852564	0.521605	18	XYZ	SURREAL	Tumour	FFPE	9999	9999	180208_NB551051_0052_AH7VJWBGX5	PROJECT_SURREAL_0029_Ov_P_PE_244_WT	PROJECT_SURREAL
Weberpals_37157	185.45115	99.8	54.753	1481.597808	84.5	1.5992	67.1271	26.5693	4.7044	97.3854	68.7263	58.079	0.948139	0.271718	13.2	XYZ	SURREAL	Tumour	FFPE	9999	9999	180208_NB551051_0052_AH7VJWBGX5	PROJECT_SURREAL_0030_Ov_P_PE_264_WT	PROJECT_SURREAL
Weberpals_37377	178.136291	99.6	1325.8	1420.441696	82.5	0.0495	83.8557	14.6844	1.4103	93.9853	83.9053	69.237	4.425972	9999	19.6	XYZ	SURREAL	Tumour	FFPE	9999	9999	180208_NB551051_0052_AH7VJWBGX5	PROJECT_SURREAL_0034_Ov_P_PE_242_WT	PROJECT_SURREAL
Weberpals_37785	172.880382	99.6	406.297	1378.831776	82.9	0.7247	75.449	18.8208	5.0055	96.1122	76.1737	63.1804	1.663685	9999	28.3	XYZ	SURREAL	Tumour	FFPE	9999	9999	180208_NB551051_0052_AH7VJWBGX5	PROJECT_SURREAL_0031_Ov_P_PE_242_WT	PROJECT_SURREAL
Weberpals_37912	219.501801	99.9	2.29	1755.368128	93	9.7422	16.3715	58.5225	15.3639	97.7961	26.1137	24.2917	0.548947	0.197244	7.1	XYZ	SURREAL	Tumour	FFPE	9999	9999	180208_NB551051_0052_AH7VJWBGX5	PROJECT_SURREAL_0032_Ov_P_PE_286_WT	PROJECT_SURREAL
Weberpals_31386	205.472145	99.9	4.597	1642.71616	90.1	6.9218	18.6088	53.5902	20.8792	96.7961	25.5306	23.0121	0.633874	0.264584	6.8	XYZ	SURREAL	Tumour	FFPE	9999	9999	180207_NB551056_0046_AHC3MYBGX5	PROJECT_SURREAL_0025_Ov_P_PE_260_WT	PROJECT_SURREAL
Weberpals_32082	182.743599	99.8	15.18	1459.985856	88.9	4.5604	42.7552	40.3973	12.2871	96.1703	47.3156	42.067	0.789588	0.645777	15.5	XYZ	SURREAL	Tumour	FFPE	9999	9999	180207_NB551056_0046_AHC3MYBGX5	PROJECT_SURREAL_0026_Ov_P_PE_248_WT	PROJECT_SURREAL
Weberpals_32579	215.535099	99.9	2.873	1723.825464	92.8	7.144	14.4713	60.5279	17.8568	97.0385	21.6153	20.0632	0.617605	0.145198	3.5	XYZ	SURREAL	Tumour	FFPE	9999	9999	180207_NB551056_0046_AHC3MYBGX5	PROJECT_SURREAL_0038_Ov_P_PE_268_WT	PROJECT_SURREAL
Weberpals_32696	174.100236	99.9	8.017	1391.652096	90.6	5.3877	29.0997	52.5232	12.9895	96.795	34.4873	31.2797	0.710828	0.217775	9.9	XYZ	SURREAL	Tumour	FFPE	9999	9999	180207_NB551056_0046_AHC3MYBGX5	PROJECT_SURREAL_0027_Ov_P_PE_243_WT	PROJECT_SURREAL
Weberpals_33525	227.452619	99.9	1.865	1819.264368	94	8.0814	12.8401	55.8547	23.2238	97.102	20.9216	19.6828	0.564493	0.154715	3	XYZ	SURREAL	Tumour	FFPE	9999	9999	180207_NB551056_0046_AHC3MYBGX5	PROJECT_SURREAL_0028_Ov_P_PE_318_WT	PROJECT_SURREAL
Weberpals_23193	199.84683	99.9	3.968	1597.8718	89.1	6.7975	19.3746	52.607	21.221	97.9415	26.172	23.3403	0.717921	0.133524	9.3	XYZ	SURREAL	Tumour	FFPE	9999	9999	180207_NB551051_0051_AH7VKFBGX5	PROJECT_SURREAL_0018_Ov_P_PE_271_WT	PROJECT_SURREAL
Weberpals_24135	176.709783	99.8	2512.312	1411.035536	86.9	0.0066	79.3093	19.7586	0.9255	79.6167	79.316	68.9508	4.33475	9999	20.6	XYZ	SURREAL	Tumour	FFPE	9999	9999	180207_NB551051_0051_AH7VKFBGX5	PROJECT_SURREAL_0019_Ov_P_PE_251_WT	PROJECT_SURREAL
Weberpals_24669	169.868453	99.8	35.547	1357.011112	87.5	3.6358	60.1317	29.2531	6.9795	98.6826	63.7674	55.812	0.939899	0.098772	16.4	XYZ	SURREAL	Tumour	FFPE	9999	9999	180207_NB551051_0051_AH7VKFBGX5	PROJECT_SURREAL_0020_Ov_P_PE_252_WT	PROJECT_SURREAL
Weberpals_28767	168.668969	99.8	1873.718	1346.963456	79.6	0.0269	80.0721	18.3816	1.5194	93.784	80.099	63.7599	3.908796	9999	15.5	XYZ	SURREAL	Tumour	FFPE	9999	9999	180207_NB551051_0051_AH7VKFBGX5	PROJECT_SURREAL_0021_Ov_P_PE_256_WT	PROJECT_SURREAL
Weberpals_30886	199.729609	99.8	11.29	1595.734664	86	5.0607	37.5236	41.8675	15.5483	96.8396	42.5842	36.6538	0.670232	0.261519	14.6	XYZ	SURREAL	Tumour	FFPE	9999	9999	180207_NB551051_0051_AH7VKFBGX5	PROJECT_SURREAL_0022_Ov_P_PE_256_WT	PROJECT_SURREAL
Weberpals_14830	197.685105	99.7	489.029	1577.091776	76.8	0.9241	76.3192	16.8056	5.951	95.456	77.2434	59.387	1.618388	9999	32.2	XYZ	SURREAL	Tumour	FFPE	9999	9999	180206_NB551056_0045_AHC3MWBGX5	PROJECT_SURREAL_0014_Ov_P_PE_271_WT	PROJECT_SURREAL
Weberpals_18360	169.385199	99.7	731.96	1351.761744	88.1	0.1663	79.8522	17.8371	2.1444	95.5139	80.0185	70.5171	2.668852	9999	22.8	XYZ	SURREAL	Tumour	FFPE	9999	9999	180206_NB551056_0045_AHC3MWBGX5	PROJECT_SURREAL_0015_Ov_P_PE_260_WT	PROJECT_SURREAL
Weberpals_19654	178.984014	99.8	3394.63	1429.085312	86.5	0.0051	80.6568	18.1403	1.1978	79.0663	80.662	69.8068	3.799581	9999	23.2	XYZ	SURREAL	Tumour	FFPE	9999	9999	180206_NB551056_0045_AHC3MWBGX5	PROJECT_SURREAL_0016_Ov_P_PE_262_WT	PROJECT_SURREAL
Weberpals_20683	175.785559	99.8	121.041	1404.158624	89	0.652	73.1888	22.7216	3.4376	97.0675	73.8409	65.7367	1.463145	0.754717	21.3	XYZ	SURREAL	Tumour	FFPE	9999	9999	180206_NB551056_0045_AHC3MWBGX5	PROJECT_SURREAL_0024_Ov_P_PE_245_WT	PROJECT_SURREAL
Weberpals_20965	207.176372	99.8	13.766	1655.671952	88.3	4.9257	35.1717	45.255	14.6476	97.6592	40.0973	35.4173	0.738866	0.187135	18.7	XYZ	SURREAL	Tumour	FFPE	9999	9999	180206_NB551056_0045_AHC3MWBGX5	PROJECT_SURREAL_0017_Ov_P_PE_309_WT	PROJECT_SURREAL
Weberpals_13127	195.661746	99.9	11.563	1564.595848	87.2	4.9417	22.963	56.3749	15.7204	96.0361	27.9048	24.3579	0.754404	0.155978	6.1	XYZ	SURREAL	Tumour	FFPE	9999	9999	180206_NB551051_0050_AH7VKMBGX5	PROJECT_SURREAL_0010_Ov_P_PE_255_WT	PROJECT_SURREAL
Weberpals_13260	188.909391	99.9	17.128	1510.159808	86.6	5.0446	28.1191	52.6405	14.1958	96.0223	33.1637	28.7257	0.772604	0.352443	10.2	XYZ	SURREAL	Tumour	FFPE	9999	9999	180206_NB551051_0050_AH7VKMBGX5	PROJECT_SURREAL_0011_Ov_P_PE_243_WT	PROJECT_SURREAL
Weberpals_13426	212.504749	99.8	12.714	1698.234672	86	4.4787	33.6733	45.5774	16.2706	95.8435	38.152	32.8471	0.707904	0.240967	12.1	XYZ	SURREAL	Tumour	FFPE	9999	9999	180206_NB551051_0050_AH7VKMBGX5	PROJECT_SURREAL_0012_Ov_P_PE_273_WT	PROJECT_SURREAL
Weberpals_14574	225.515694	99.9	6.107	1803.294248	92.4	5.7493	18.4016	58.0507	17.7984	97.0106	24.1509	22.3225	0.661098	0.181578	5.6	XYZ	SURREAL	Tumour	FFPE	9999	9999	180206_NB551051_0050_AH7VKMBGX5	PROJECT_SURREAL_0013_Ov_P_PE_290_WT	PROJECT_SURREAL
Weberpals_7365	181.222191	99.8	66.052	1447.589256	84.7	2.5417	61.4114	29.5765	6.4704	97.5839	63.9531	54.2136	0.940312	0.382967	21.2	XYZ	SURREAL	Tumour	FFPE	9999	9999	180206_NB551051_0050_AH7VKMBGX5	PROJECT_SURREAL_0009_Ov_P_PE_250_WT	PROJECT_SURREAL
Weberpals_3557	137.71269	99.8	90.037	1100.108272	77.5	1.3683	67.1211	26.1037	5.407	97.6152	68.4893	53.0915	1.272531	1.06386	22.2	XYZ	SURREAL	Tumour	FFPE	9999	9999	180205_NB551056_0044_AHC32YBGX5	PROJECT_SURREAL_0005_Ov_P_PE_240_WT	PROJECT_SURREAL
Weberpals_3830	172.088005	99.9	4.401	1375.76352	87.4	5.2371	20.4257	59.9811	14.3561	97.1527	25.6628	22.4405	0.703072	0.15175	7.1	XYZ	SURREAL	Tumour	FFPE	9999	9999	180205_NB551056_0044_AHC32YBGX5	PROJECT_SURREAL_0023_Ov_P_PE_267_WT	PROJECT_SURREAL
Weberpals_5529	180.944168	99.9	6.122	1446.47588	89.5	8.5607	29.9931	46.2324	15.2138	97.4968	38.5538	34.5266	0.547864	0.339887	13.7	XYZ	SURREAL	Tumour	FFPE	9999	9999	180205_NB551056_0044_AHC32YBGX5	PROJECT_SURREAL_0006_Ov_P_PE_292_WT	PROJECT_SURREAL
Weberpals_6629	179.911274	99.8	990.433	1436.484944	84.7	0.0996	78.1144	19.94	1.846	92.2175	78.214	66.2811	3.79057	9999	21.3	XYZ	SURREAL	Tumour	FFPE	9999	9999	180205_NB551056_0044_AHC32YBGX5	PROJECT_SURREAL_0007_Ov_P_PE_289_WT	PROJECT_SURREAL
Weberpals_6783	188.225479	99.9	13.373	1504.86528	83.6	5.3775	26.756	50.8555	17.0109	97.7894	32.1336	26.8812	0.863478	0.124502	8.3	XYZ	SURREAL	Tumour	FFPE	9999	9999	180205_NB551056_0044_AHC32YBGX5	PROJECT_SURREAL_0008_Ov_P_PE_259_WT	PROJECT_SURREAL
Weberpals_2522	211.65508	99.9	5.464	1692.832512	89.7	6.8984	16.104	54.9586	22.039	97.0822	23.0024	20.6431	0.687118	0.139944	3.2	XYZ	SURREAL	Tumour	FFPE	9999	9999	180205_NB551051_0049_AHC3JWBGX5	PROJECT_SURREAL_0003_Ov_P_PE_287_WT	PROJECT_SURREAL
Weberpals_2925	177.433757	99.8	55.493	1417.92972	74.3	2.3947	54.5172	35.5764	7.5116	97.1354	56.9119	42.2932	1.066412	0.259535	15	XYZ	SURREAL	Tumour	FFPE	9999	9999	180205_NB551051_0049_AHC3JWBGX5	PROJECT_SURREAL_0037_Ov_P_PE_311_WT	PROJECT_SURREAL
Weberpals_2965	202.390253	99.9	3.65	1618.36904	91.2	6.5078	18.4684	58.0781	16.9457	96.9505	24.9762	22.8017	0.623241	0.19932	6.7	XYZ	SURREAL	Tumour	FFPE	9999	9999	180205_NB551051_0049_AHC3JWBGX5	PROJECT_SURREAL_0004_Ov_P_PE_283_WT	PROJECT_SURREAL
Weberpals_67	216.926056	99.9	5.844	1734.331952	87.5	10.5001	25.1262	47.9924	16.3812	98.1287	35.6263	31.1945	0.593302	0.23544	12.2	XYZ	SURREAL	Tumour	FFPE	9999	9999	180205_NB551051_0049_AHC3JWBGX5	PROJECT_SURREAL_0001_Ov_P_PE_276_WT	PROJECT_SURREAL
Weberpals_85	142.980064	99.8	1722.163	1142.042704	71.1	0.041	78.0267	19.5232	2.4092	91.8821	78.0676	55.543	3.811019	9999	18.2	XYZ	SURREAL	Tumour	FFPE	9999	9999	180205_NB551051_0049_AHC3JWBGX5	PROJECT_SURREAL_0002_Ov_P_PE_244_WT	PROJECT_SURREAL
INS-E-020-AT	169.68664	99.6	27.599	1268.52141	92.4	0.4741	75.0889	6.2001	18.2369	94.6403	75.563	69.8941	0.862915	0.263259	91	XYZ	QUINOA	Tumour	FFPE	9999	9999	180201_NB551056_0043_AH7VTWBGX5	PROJECT_QUINOA_0030_nn_P_PE_367_WT	PROJECT_QUINOA
LB-R01335-1	229.212117	99.6	151.365	1827.949464	90.8	0.2851	74.4261	7.2079	18.0809	97.8573	74.7112	67.8545	1.206681	2.60241	78.5	XYZ	PUERH	Tumour	FFPE	9999	9999	180201_NB551056_0043_AH7VTWBGX5	PROJECT_PUERH_0025_Lu_P_PE_347_WT	PROJECT_PUERH
LB-R01382-1	200.21438	99.7	89.002	1597.132752	91.7	0.3311	73.077	4.6267	21.9653	97.4908	73.408	67.3168	0.923857	0.801843	87.8	XYZ	PUERH	Tumour	FFPE	9999	9999	180201_NB551056_0043_AH7VTWBGX5	PROJECT_PUERH_0026_Lu_P_PE_364_WT	PROJECT_PUERH
LB-R01414-1	211.586538	99.7	20.073	1688.34732	91.8	1.5297	63.7619	9.6207	25.0877	98.1057	65.2916	59.9922	0.632286	0.558608	83.1	XYZ	PUERH	Tumour	FFPE	9999	9999	180201_NB551056_0043_AH7VTWBGX5	PROJECT_PUERH_0027_Lu_P_PE_359_WT	PROJECT_PUERH
INS-A-011-AT_2	182.963392	99.9	2.687	1463.140848	89.1	16.4475	20.3977	46.3547	16.8001	99.0015	36.8452	32.8454	0.47951	0.339337	10.4	XYZ	QUINOA	Tumour	FFPE	9999	9999	180201_NB551051_0048_AHC2V7BGX5	PROJECT_QUINOA_0057_Oc_P_PE_317_WT	PROJECT_QUINOA
INS-D-009-AT	138.620385	99.5	190.516	1035.40077	66.1	0.0819	68.0304	2.3391	29.5486	82.543	68.1122	45.0373	1.246405	0.892469	97.1	XYZ	QUINOA	Tumour	FFPE	9999	9999	180201_NB551051_0048_AHC2V7BGX5	PROJECT_QUINOA_0040_Sk_P_PE_330_WT	PROJECT_QUINOA
LB-R01436-1	230.736309	99.7	3157.427	1841.386208	92.7	0.0012	74.3362	2.4084	23.2543	81.589	74.3374	68.9812	1.607502	9999	94.7	XYZ	PUERH	Tumour	FFPE	9999	9999	180201_NB551051_0048_AHC2V7BGX5	PROJECT_PUERH_0028_Lu_P_PE_497_WT	PROJECT_PUERH
LB-R01465-1	254.112636	99	3129.303	2013.79464	90	0.0021	86.0036	10.2238	3.7706	61.5823	86.0057	77.4465	2.732546	9999	50.6	XYZ	PUERH	Tumour	FFPE	9999	9999	180201_NB551051_0048_AHC2V7BGX5	PROJECT_PUERH_0029_Lu_P_PE_325_WT	PROJECT_PUERH
LB-R01474-1	210.689601	99.7	59.825	1680.865056	91.3	0.5872	70.4797	4.7916	24.1414	98.115	71.067	64.9146	0.764649	0.681319	89.9	XYZ	PUERH	Tumour	FFPE	9999	9999	180201_NB551051_0048_AHC2V7BGX5	PROJECT_PUERH_0030_Lu_P_PE_357_WT	PROJECT_PUERH
INS-A-019-AT	193.189436	99.9	1.992	1545.15536	94.7	13.1605	15.5749	51.6788	19.5858	98.5785	28.7354	27.2168	0.479421	0.311999	5.2	XYZ	QUINOA	Tumour	FFPE	9999	9999	180130_NB551056_0042_AH7YJ2BGX5	PROJECT_QUINOA_0090_Oc_P_PE_314_WT	PROJECT_QUINOA
INS-B-024-AT	186.553762	99.8	11.604	1490.757936	90.8	7.0176	30.9837	48.5757	13.423	97.8125	38.0014	34.5398	0.656593	0.195305	10.3	XYZ	QUINOA	Tumour	FFPE	9999	9999	180130_NB551056_0042_AH7YJ2BGX5	PROJECT_QUINOA_0099_Br_P_PE_261_WT	PROJECT_QUINOA
INS-C-013-AT_2	158.182174	99.7	41.084	1183.7546325	83.6	0.4189	76.6108	3.8441	19.1262	96.7761	77.0297	64.4036	0.895896	0.358186	93.5	XYZ	QUINOA	Tumour	FFPE	9999	9999	180130_NB551056_0042_AH7YJ2BGX5	PROJECT_QUINOA_0033_Ov_P_PE_332_WT	PROJECT_QUINOA
INS-C-018-AT	149.823262	99.6	275.471	1119.548685	88.9	0.0447	75.4389	2.1799	22.3364	81.5528	75.4836	67.1784	1.277714	0.74374	97.7	XYZ	QUINOA	Tumour	FFPE	9999	9999	180130_NB551056_0042_AH7YJ2BGX5	PROJECT_QUINOA_0032_Ov_P_PE_358_WT	PROJECT_QUINOA
INS-D-002-AT	167.872851	99.6	16.513	1254.100785	94.8	1.1676	75.1186	5.3765	18.3373	97.0828	76.2862	72.3293	0.683439	0.216507	90.7	XYZ	QUINOA	Tumour	FFPE	9999	9999	180130_NB551056_0042_AH7YJ2BGX5	PROJECT_QUINOA_0036_Sk_P_PE_345_WT	PROJECT_QUINOA
INS-B-023-AT	168.876693	99.9	1.943	1350.651304	93.2	14.1027	17.7677	51.0649	17.0648	98.3472	31.8703	29.7131	0.486728	0.236938	5.9	XYZ	QUINOA	Tumour	FFPE	9999	9999	180130_NB551051_0047_AHC3LWBGX5	PROJECT_QUINOA_0098_Br_P_PE_302_WT	PROJECT_QUINOA
INS-D-007-AT	154.856087	99.7	7.945	1158.40917	86.8	3.1116	65.3058	13.052	18.5306	93.6584	68.4174	59.4003	0.687605	0.356178	78.5	XYZ	QUINOA	Tumour	empty	9999	9999	180130_NB551051_0047_AHC3LWBGX5	PROJECT_QUINOA_0026_Sk_P_PE_312_WT	PROJECT_QUINOA
INS-E-012-AT	168.876864	99.7	8.162	1263.516045	85.2	2.1033	63.7512	13.6288	20.5167	96.8935	65.8545	56.1441	0.648829	0.352472	82.9	XYZ	QUINOA	Tumour	FFPE	9999	9999	180130_NB551051_0047_AHC3LWBGX5	PROJECT_QUINOA_0005_nn_P_PE_295_WT	PROJECT_QUINOA
INS-E-021-AT	140.754014	99.7	16.615	1053.217695	91.1	1.5453	73.2551	8.4186	16.7811	96.1553	74.8004	68.1436	0.824175	0.16647	84.2	XYZ	QUINOA	Tumour	FFPE	9999	9999	180130_NB551051_0047_AHC3LWBGX5	PROJECT_QUINOA_0037_nn_P_PE_303_WT	PROJECT_QUINOA
INS-E-028-C2T-L	169.327957	99.6	191.108	1265.8807875	53.1	0.4948	69.5211	1.1392	28.8449	97.9425	70.0159	37.2098	0.934964	0.947949	95.2	XYZ	QUINOA	Tumour	empty	9999	9999	180130_NB551051_0047_AHC3LWBGX5	PROJECT_QUINOA_0043_nn_M_PE_419_WT	PROJECT_QUINOA
INS-A-020-AT	184.703854	99.9	2.571	1477.154192	93.2	12.0643	19.1744	53.0393	15.722	99.0493	31.2387	29.1155	0.564945	0.17458	5.6	XYZ	QUINOA	Tumour	FFPE	9999	9999	180129_NB551056_0041_AH7WVTBGX5	PROJECT_QUINOA_0097_Oc_P_PE_331_WT	PROJECT_QUINOA
INS-E-034-C2T	181.956836	99.9	3.365	1455.332736	95.1	27.8134	25.7014	27.9207	18.5645	98.9574	53.5149	50.901	0.427672	0.565828	8	XYZ	QUINOA	Tumour	Fresh	9999	9999	180129_NB551056_0041_AH7WVTBGX5	PROJECT_QUINOA_0088_nn_M_PE_336_WT	PROJECT_QUINOA
INS-E-034-ST	209.877193	99.9	2.301	1678.67624	94.8	10.6254	18.0721	47.2471	24.0554	97.6455	28.6975	27.2209	0.586741	0.915459	8.5	XYZ	QUINOA	Tumour	Fresh	9999	9999	180129_NB551056_0041_AH7WVTBGX5	PROJECT_QUINOA_0088_nn_M_PE_344_WT	PROJECT_QUINOA
INS-E-035-C2T	168.172054	99.9	3.462	1345.258304	95.6	39.1684	25.797	21.226	13.8086	99.3684	64.9654	62.129	0.421718	0.517228	2.1	XYZ	QUINOA	Tumour	Fresh	9999	9999	180129_NB551056_0041_AH7WVTBGX5	PROJECT_QUINOA_0089_nn_M_PE_338_WT	PROJECT_QUINOA
INS-E-035-ST	187.733046	99.9	2.259	1501.734384	95.1	22.8857	17.2676	44.8327	15.014	98.8335	40.1533	38.2181	0.439718	0.556499	2.2	XYZ	QUINOA	Tumour	Fresh	9999	9999	180129_NB551056_0041_AH7WVTBGX5	PROJECT_QUINOA_0089_nn_M_PE_333_WT	PROJECT_QUINOA
LY_FL_234	162.815224	99.9	2.468	1301.395504	93.5	6.5409	27.7258	49.5127	16.2206	96.8635	34.2667	32.0668	0.525633	0.372952	24	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180129_NB551051_0046_AHC2VJBGX5	PROJECT_COCKAREL_0001_Ln_P_PE_292_WT	PROJECT_COCKAREL
LY_FL_235	173.643247	99.9	2.04	1388.404768	94.6	8.231	22.5246	52.3143	16.9301	97.2098	30.7556	29.0991	0.504437	0.312977	16.7	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180129_NB551051_0046_AHC2VJBGX5	PROJECT_COCKAREL_0002_Ln_P_PE_290_WT	PROJECT_COCKAREL
LY_FL_236	219.963763	99.9	1.894	1759.360352	94	8.4191	13.1544	62.2943	16.1322	96.9312	21.5735	20.2952	0.468182	0.374764	5.1	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180129_NB551051_0046_AHC2VJBGX5	PROJECT_COCKAREL_0003_Ln_P_PE_382_WT	PROJECT_COCKAREL
LY_FL_237	154.774162	99.9	2.103	1237.501952	92.1	9.6597	25.2239	49.1311	15.9853	97.6898	34.8836	32.1464	0.465096	0.441021	19.8	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180129_NB551051_0046_AHC2VJBGX5	PROJECT_COCKAREL_0004_Ln_P_PE_314_WT	PROJECT_COCKAREL
LY_FL_238	158.719347	99.9	2.194	1268.78504	95.2	7.8029	26.3885	48.3251	17.4835	97.6799	34.1914	32.5641	0.478527	0.358495	21.4	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180129_NB551051_0046_AHC2VJBGX5	PROJECT_COCKAREL_0005_Ln_P_PE_311_WT	PROJECT_COCKAREL
INS-A-023-ST	210.514638	99.9	4.212	1683.906896	94.3	35.0075	24.0592	19.5559	21.3774	99.2589	59.0667	55.725	0.428513	0.551922	2.7	XYZ	QUINOA	Tumour	Fresh	9999	9999	180126_NB551056_0040_AH5JNYBGX5	PROJECT_QUINOA_0092_Oc_M_PE_325_WT	PROJECT_QUINOA
INS-A-024-ST	203.495289	99.9	6.02	1627.22632	91.7	29.0075	30.9561	18.5835	21.4529	99.325	59.9636	55.0165	0.46028	0.570406	17.1	XYZ	QUINOA	Tumour	Fresh	9999	9999	180126_NB551056_0040_AH5JNYBGX5	PROJECT_QUINOA_0093_Oc_M_PE_312_WT	PROJECT_QUINOA
INS-D-012-ST	199.929477	99.9	6.158	1598.628752	92.2	27.3577	30.5296	13.2159	28.8967	99.4583	57.8873	53.4056	0.438255	0.588532	16.1	XYZ	QUINOA	Tumour	Fresh	9999	9999	180126_NB551056_0040_AH5JNYBGX5	PROJECT_QUINOA_0094_Sk_M_PE_307_WT	PROJECT_QUINOA
INS-D-013-ST	187.225838	99.9	4.287	1497.620368	95.8	35.8854	26.7595	16.4113	20.9438	99.3091	62.6449	60.031	0.431252	0.499544	4.1	XYZ	QUINOA	Tumour	Fresh	9999	9999	180126_NB551056_0040_AH5JNYBGX5	PROJECT_QUINOA_0096_Sk_M_PE_317_WT	PROJECT_QUINOA
INS-E-033-ST	197.602239	99.9	3.954	1580.15168	95.7	31.8542	30.6733	18.0535	19.419	99.3292	62.5276	59.8745	0.435074	0.545029	12.8	XYZ	QUINOA	Tumour	Fresh	9999	9999	180126_NB551056_0040_AH5JNYBGX5	PROJECT_QUINOA_0086_nn_M_PE_302_WT	PROJECT_QUINOA
INS-A-014-ST	191.434812	99.9	4.716	1531.210928	95.1	43.7488	30.67	11.8042	13.777	99.5492	74.4188	70.8194	0.421821	0.537185	4.6	XYZ	QUINOA	Tumour	Fresh	9999	9999	180126_NB551051_0045_AH5JMMBGX5	PROJECT_QUINOA_0081_Oc_M_PE_317_WT	PROJECT_QUINOA
INS-A-015-ST	192.845055	99.9	5.378	1542.274832	94.7	39.297	28.1435	12.9919	19.5676	99.5454	67.4405	63.9235	0.424868	0.565662	6.7	XYZ	QUINOA	Tumour	empty	9999	9999	180126_NB551051_0045_AH5JMMBGX5	PROJECT_QUINOA_0085_Oc_M_PE_311_WT	PROJECT_QUINOA
INS-A-018-ST	176.572791	99.9	4.966	1412.403016	92.6	40.9434	28.2767	12.2576	18.5223	99.5691	69.2202	64.1489	0.425278	0.556023	3.1	XYZ	QUINOA	Tumour	Fresh	9999	9999	180126_NB551051_0045_AH5JMMBGX5	PROJECT_QUINOA_0082_Oc_M_PE_332_WT	PROJECT_QUINOA
INS-A-019-ST	176.09828	99.9	5.193	1408.178528	95.1	30.6757	29.6283	19.0759	20.62	99.3281	60.3041	57.3591	0.449773	0.559623	10.6	XYZ	QUINOA	Tumour	Fresh	9999	9999	180126_NB551051_0045_AH5JMMBGX5	PROJECT_QUINOA_0090_Oc_M_PE_300_WT	PROJECT_QUINOA
INS-A-021-ST	242.698244	99.6	41.276	1934.192784	68.4	1.3874	70.5857	4.7731	23.2539	98.662	71.973	49.2617	0.548282	0.786139	95.2	XYZ	QUINOA	Tumour	Fresh	9999	9999	180126_NB551051_0045_AH5JMMBGX5	PROJECT_QUINOA_0091_Oc_M_PE_329_WT	PROJECT_QUINOA
INS-A-010-C2T	221.557194	99.9	4.136	1772.026592	94.4	33.7401	26.4392	19.7925	20.0282	99.3497	60.1793	56.8657	0.439789	0.590812	6.6	XYZ	QUINOA	Tumour	Fresh	9999	9999	180125_NB551051_0044_AH5JCKBGX5	PROJECT_QUINOA_0075_Oc_M_PE_316_WT	PROJECT_QUINOA
INS-A-011-C2T	211.264117	99.9	5.542	1689.75152	94.5	39.2448	27.1233	11.1942	22.4377	99.5884	66.3681	62.7273	0.438285	0.559849	4.9	XYZ	QUINOA	Tumour	Fresh	9999	9999	180125_NB551051_0044_AH5JCKBGX5	PROJECT_QUINOA_0057_Oc_M_PE_323_WT	PROJECT_QUINOA
